db,filepath_deg,mos,duration
Blizzard_2008_TRAIN,Blizzard_2008/V_submission_directory_english_arctic_2008_news_news_2008_0002.wav,3.825,3.2400907029478456
Blizzard_2008_TRAIN,Blizzard_2008/A_submission_directory_english_arctic_2008_news_news_2008_0004.wav,4.818181818181818,2.2779591836734694
Blizzard_2008_TRAIN,Blizzard_2008/B_submission_directory_english_arctic_2008_news_news_2008_0004.wav,3.3950000000000005,2.037777777777778
Blizzard_2008_TRAIN,Blizzard_2008/C_submission_directory_english_arctic_2008_news_news_2008_0004.wav,3.3666666666666667,3.600090702947846
Blizzard_2008_TRAIN,Blizzard_2008/D_submission_directory_english_arctic_2008_news_news_2008_0004.wav,2.559090909090909,2.220453514739229
Blizzard_2008_TRAIN,Blizzard_2008/E_submission_directory_english_arctic_2008_news_news_2008_0004.wav,2.0875,2.263764172335601
Blizzard_2008_TRAIN,Blizzard_2008/F_submission_directory_english_arctic_2008_news_news_2008_0004.wav,2.2,2.10453514739229
Blizzard_2008_TRAIN,Blizzard_2008/G_submission_directory_english_arctic_2008_news_news_2008_0004.wav,2.0625,1.6994557823129253
Blizzard_2008_TRAIN,Blizzard_2008/H_submission_directory_english_arctic_2008_news_news_2008_0004.wav,2.605555555555556,1.8448526077097505
Blizzard_2008_TRAIN,Blizzard_2008/I_submission_directory_english_arctic_2008_news_news_2008_0004.wav,2.332142857142857,3.7
Blizzard_2008_TRAIN,Blizzard_2008/J_submission_directory_english_arctic_2008_news_news_2008_0004.wav,3.388888888888889,2.865034013605442
Blizzard_2008_TRAIN,Blizzard_2008/L_submission_directory_english_arctic_2008_news_news_2008_0004.wav,3.3541666666666665,1.819002267573696
Blizzard_2008_TRAIN,Blizzard_2008/M_submission_directory_english_arctic_2008_news_news_2008_0004.wav,2.9416666666666664,2.2480725623582765
Blizzard_2008_TRAIN,Blizzard_2008/N_submission_directory_english_arctic_2008_news_news_2008_0004.wav,0.8944444444444445,2.1
Blizzard_2008_TRAIN,Blizzard_2008/O_submission_directory_english_arctic_2008_news_news_2008_0004.wav,3.1125000000000003,2.263764172335601
Blizzard_2008_TRAIN,Blizzard_2008/Q_submission_directory_english_arctic_2008_news_news_2008_0004.wav,2.9,2.0918820861678005
Blizzard_2008_TRAIN,Blizzard_2008/R_submission_directory_english_arctic_2008_news_news_2008_0004.wav,2.420588235294117,3.162403628117914
Blizzard_2008_TRAIN,Blizzard_2008/S_submission_directory_english_arctic_2008_news_news_2008_0004.wav,3.7,2.248843537414966
Blizzard_2008_TRAIN,Blizzard_2008/T_submission_directory_english_arctic_2008_news_news_2008_0004.wav,2.51875,3.6150113378684807
Blizzard_2008_TRAIN,Blizzard_2008/V_submission_directory_english_arctic_2008_news_news_2008_0004.wav,3.758333333333333,2.8151020408163263
Blizzard_2008_TRAIN,Blizzard_2008/A_submission_directory_english_arctic_2008_news_news_2008_0010.wav,4.716666666666667,2.513968253968254
Blizzard_2008_TRAIN,Blizzard_2008/B_submission_directory_english_arctic_2008_news_news_2008_0010.wav,3.2625,2.1361451247165535
Blizzard_2008_TRAIN,Blizzard_2008/C_submission_directory_english_arctic_2008_news_news_2008_0010.wav,2.441666666666667,4.000090702947846
Blizzard_2008_TRAIN,Blizzard_2008/D_submission_directory_english_arctic_2008_news_news_2008_0010.wav,2.095833333333333,3.1128344671201815
Blizzard_2008_TRAIN,Blizzard_2008/E_submission_directory_english_arctic_2008_news_news_2008_0010.wav,2.935,2.3100226757369615
Blizzard_2008_TRAIN,Blizzard_2008/F_submission_directory_english_arctic_2008_news_news_2008_0010.wav,3.40625,2.4226303854875284
Blizzard_2008_TRAIN,Blizzard_2008/G_submission_directory_english_arctic_2008_news_news_2008_0010.wav,3.223529411764705,1.912063492063492
Blizzard_2008_TRAIN,Blizzard_2008/H_submission_directory_english_arctic_2008_news_news_2008_0010.wav,2.6333333333333333,2.2456689342403626
Blizzard_2008_TRAIN,Blizzard_2008/I_submission_directory_english_arctic_2008_news_news_2008_0010.wav,2.625,3.96
Blizzard_2008_TRAIN,Blizzard_2008/J_submission_directory_english_arctic_2008_news_news_2008_0010.wav,3.5541666666666667,3.0500226757369613
Blizzard_2008_TRAIN,Blizzard_2008/L_submission_directory_english_arctic_2008_news_news_2008_0010.wav,2.65,2.0806349206349206
Blizzard_2008_TRAIN,Blizzard_2008/M_submission_directory_english_arctic_2008_news_news_2008_0010.wav,3.107142857142857,2.174875283446712
Blizzard_2008_TRAIN,Blizzard_2008/N_submission_directory_english_arctic_2008_news_news_2008_0010.wav,2.4541666666666666,2.105034013605442
Blizzard_2008_TRAIN,Blizzard_2008/O_submission_directory_english_arctic_2008_news_news_2008_0010.wav,2.2041666666666666,2.25827664399093
Blizzard_2008_TRAIN,Blizzard_2008/Q_submission_directory_english_arctic_2008_news_news_2008_0010.wav,3.1333333333333333,2.0499773242630384
Blizzard_2008_TRAIN,Blizzard_2008/R_submission_directory_english_arctic_2008_news_news_2008_0010.wav,3.25,3.597641723356009
Blizzard_2008_TRAIN,Blizzard_2008/S_submission_directory_english_arctic_2008_news_news_2008_0010.wav,3.340909090909091,2.5093877551020407
Blizzard_2008_TRAIN,Blizzard_2008/T_submission_directory_english_arctic_2008_news_news_2008_0010.wav,3.0166666666666666,3.9100226757369616
Blizzard_2008_TRAIN,Blizzard_2008/V_submission_directory_english_arctic_2008_news_news_2008_0010.wav,3.6333333333333337,2.985079365079365
Blizzard_2008_TRAIN,Blizzard_2008/A_submission_directory_english_arctic_2008_news_news_2008_0021.wav,4.785714285714286,1.933968253968254
Blizzard_2008_TRAIN,Blizzard_2008/B_submission_directory_english_arctic_2008_news_news_2008_0021.wav,3.3083333333333336,1.8205895691609977
Blizzard_2008_TRAIN,Blizzard_2008/C_submission_directory_english_arctic_2008_news_news_2008_0021.wav,3.04375,3.5700680272108842
Blizzard_2008_TRAIN,Blizzard_2008/D_submission_directory_english_arctic_2008_news_news_2008_0021.wav,2.1708333333333334,1.8560997732426303
Blizzard_2008_TRAIN,Blizzard_2008/E_submission_directory_english_arctic_2008_news_news_2008_0021.wav,3.455555555555556,2.084263038548753
Blizzard_2008_TRAIN,Blizzard_2008/F_submission_directory_english_arctic_2008_news_news_2008_0021.wav,2.85,1.7244444444444444
Blizzard_2008_TRAIN,Blizzard_2008/G_submission_directory_english_arctic_2008_news_news_2008_0021.wav,3.408333333333333,1.5290249433106575
Blizzard_2008_TRAIN,Blizzard_2008/H_submission_directory_english_arctic_2008_news_news_2008_0021.wav,2.958333333333333,2.024353741496599
Blizzard_2008_TRAIN,Blizzard_2008/I_submission_directory_english_arctic_2008_news_news_2008_0021.wav,2.23125,3.5450340136054423
Blizzard_2008_TRAIN,Blizzard_2008/J_submission_directory_english_arctic_2008_news_news_2008_0021.wav,3.991666666666666,2.9700226757369617
Blizzard_2008_TRAIN,Blizzard_2008/L_submission_directory_english_arctic_2008_news_news_2008_0021.wav,2.5458333333333334,1.892063492063492
Blizzard_2008_TRAIN,Blizzard_2008/M_submission_directory_english_arctic_2008_news_news_2008_0021.wav,3.54,2.19015873015873
Blizzard_2008_TRAIN,Blizzard_2008/N_submission_directory_english_arctic_2008_news_news_2008_0021.wav,1.7875,2.0650340136054424
Blizzard_2008_TRAIN,Blizzard_2008/O_submission_directory_english_arctic_2008_news_news_2008_0021.wav,4.291666666666667,2.083356009070295
Blizzard_2008_TRAIN,Blizzard_2008/Q_submission_directory_english_arctic_2008_news_news_2008_0021.wav,3.622727272727273,1.7238548752834466
Blizzard_2008_TRAIN,Blizzard_2008/R_submission_directory_english_arctic_2008_news_news_2008_0021.wav,3.027272727272727,2.982267573696145
Blizzard_2008_TRAIN,Blizzard_2008/S_submission_directory_english_arctic_2008_news_news_2008_0021.wav,4.394444444444444,2.0451700680272107
Blizzard_2008_TRAIN,Blizzard_2008/T_submission_directory_english_arctic_2008_news_news_2008_0021.wav,2.3041666666666667,3.665034013605442
Blizzard_2008_TRAIN,Blizzard_2008/V_submission_directory_english_arctic_2008_news_news_2008_0021.wav,3.3000000000000003,2.685079365079365
Blizzard_2008_TRAIN,Blizzard_2008/A_submission_directory_english_arctic_2008_news_news_2008_0023.wav,4.5875,2.6300680272108843
Blizzard_2008_TRAIN,Blizzard_2008/B_submission_directory_english_arctic_2008_news_news_2008_0023.wav,2.838888888888889,2.542766439909297
Blizzard_2008_TRAIN,Blizzard_2008/C_submission_directory_english_arctic_2008_news_news_2008_0023.wav,3.2291666666666665,4.300090702947846
Blizzard_2008_TRAIN,Blizzard_2008/D_submission_directory_english_arctic_2008_news_news_2008_0023.wav,2.0708333333333333,2.721451247165533
Blizzard_2008_TRAIN,Blizzard_2008/E_submission_directory_english_arctic_2008_news_news_2008_0023.wav,1.7136363636363638,2.9471655328798185
Blizzard_2008_TRAIN,Blizzard_2008/F_submission_directory_english_arctic_2008_news_news_2008_0023.wav,2.2916666666666665,2.649206349206349
Blizzard_2008_TRAIN,Blizzard_2008/G_submission_directory_english_arctic_2008_news_news_2008_0023.wav,2.90625,2.4315192743764173
Blizzard_2008_TRAIN,Blizzard_2008/H_submission_directory_english_arctic_2008_news_news_2008_0023.wav,2.254166666666667,2.5244444444444443
Blizzard_2008_TRAIN,Blizzard_2008/I_submission_directory_english_arctic_2008_news_news_2008_0023.wav,2.290909090909091,4.4
Blizzard_2008_TRAIN,Blizzard_2008/J_submission_directory_english_arctic_2008_news_news_2008_0023.wav,3.857142857142857,3.345034013605442
Blizzard_2008_TRAIN,Blizzard_2008/L_submission_directory_english_arctic_2008_news_news_2008_0023.wav,1.605,2.4788208616780047
Blizzard_2008_TRAIN,Blizzard_2008/M_submission_directory_english_arctic_2008_news_news_2008_0023.wav,2.96875,2.8300680272108845
Blizzard_2008_TRAIN,Blizzard_2008/N_submission_directory_english_arctic_2008_news_news_2008_0023.wav,1.5708333333333335,2.38
Blizzard_2008_TRAIN,Blizzard_2008/O_submission_directory_english_arctic_2008_news_news_2008_0023.wav,3.164705882352941,2.6356009070294784
Blizzard_2008_TRAIN,Blizzard_2008/Q_submission_directory_english_arctic_2008_news_news_2008_0023.wav,3.53,2.4402721088435375
Blizzard_2008_TRAIN,Blizzard_2008/R_submission_directory_english_arctic_2008_news_news_2008_0023.wav,2.59375,2.9685260770975055
Blizzard_2008_TRAIN,Blizzard_2008/S_submission_directory_english_arctic_2008_news_news_2008_0023.wav,3.866666666666666,2.583265306122449
Blizzard_2008_TRAIN,Blizzard_2008/T_submission_directory_english_arctic_2008_news_news_2008_0023.wav,2.095833333333333,4.370022675736961
Blizzard_2008_TRAIN,Blizzard_2008/V_submission_directory_english_arctic_2008_news_news_2008_0023.wav,3.2416666666666667,3.3200907029478457
Blizzard_2008_TRAIN,Blizzard_2008/A_submission_directory_english_arctic_2008_news_news_2008_0032.wav,4.46,2.2480725623582765
Blizzard_2008_TRAIN,Blizzard_2008/B_submission_directory_english_arctic_2008_news_news_2008_0032.wav,2.8181818181818183,1.5652607709750568
Blizzard_2008_TRAIN,Blizzard_2008/C_submission_directory_english_arctic_2008_news_news_2008_0032.wav,3.1318181818181823,4.010068027210885
Blizzard_2008_TRAIN,Blizzard_2008/D_submission_directory_english_arctic_2008_news_news_2008_0032.wav,1.85,2.148027210884354
Blizzard_2008_TRAIN,Blizzard_2008/E_submission_directory_english_arctic_2008_news_news_2008_0032.wav,1.975,2.3882539682539683
Blizzard_2008_TRAIN,Blizzard_2008/F_submission_directory_english_arctic_2008_news_news_2008_0032.wav,2.2944444444444443,2.1898866213151926
Blizzard_2008_TRAIN,Blizzard_2008/G_submission_directory_english_arctic_2008_news_news_2008_0032.wav,2.535,1.5333333333333334
Blizzard_2008_TRAIN,Blizzard_2008/H_submission_directory_english_arctic_2008_news_news_2008_0032.wav,3.158333333333333,1.9573242630385488
Blizzard_2008_TRAIN,Blizzard_2008/I_submission_directory_english_arctic_2008_news_news_2008_0032.wav,2.225,3.735011337868481
Blizzard_2008_TRAIN,Blizzard_2008/J_submission_directory_english_arctic_2008_news_news_2008_0032.wav,3.3708333333333336,2.885034013605442
Blizzard_2008_TRAIN,Blizzard_2008/L_submission_directory_english_arctic_2008_news_news_2008_0032.wav,2.395833333333333,2.1053968253968254
Blizzard_2008_TRAIN,Blizzard_2008/M_submission_directory_english_arctic_2008_news_news_2008_0032.wav,2.0323529411764705,2.0093877551020407
Blizzard_2008_TRAIN,Blizzard_2008/N_submission_directory_english_arctic_2008_news_news_2008_0032.wav,1.5166666666666666,2.0450340136054423
Blizzard_2008_TRAIN,Blizzard_2008/O_submission_directory_english_arctic_2008_news_news_2008_0032.wav,1.9458333333333333,2.1589115646258503
Blizzard_2008_TRAIN,Blizzard_2008/Q_submission_directory_english_arctic_2008_news_news_2008_0032.wav,3.1041666666666665,1.8043990929705216
Blizzard_2008_TRAIN,Blizzard_2008/R_submission_directory_english_arctic_2008_news_news_2008_0032.wav,2.1875,2.9002267573696145
Blizzard_2008_TRAIN,Blizzard_2008/S_submission_directory_english_arctic_2008_news_news_2008_0032.wav,3.36875,2.142857142857143
Blizzard_2008_TRAIN,Blizzard_2008/T_submission_directory_english_arctic_2008_news_news_2008_0032.wav,1.7958333333333334,4.0
Blizzard_2008_TRAIN,Blizzard_2008/V_submission_directory_english_arctic_2008_news_news_2008_0032.wav,3.571428571428572,3.0951020408163266
Blizzard_2008_TRAIN,Blizzard_2008/A_submission_directory_english_arctic_2008_news_news_2008_0037.wav,4.841666666666667,2.8880272108843537
Blizzard_2008_TRAIN,Blizzard_2008/B_submission_directory_english_arctic_2008_news_news_2008_0037.wav,3.2944444444444443,2.4825396825396826
Blizzard_2008_TRAIN,Blizzard_2008/C_submission_directory_english_arctic_2008_news_news_2008_0037.wav,3.177777777777778,4.415102040816326
Blizzard_2008_TRAIN,Blizzard_2008/D_submission_directory_english_arctic_2008_news_news_2008_0037.wav,2.5083333333333333,2.747437641723356
Blizzard_2008_TRAIN,Blizzard_2008/E_submission_directory_english_arctic_2008_news_news_2008_0037.wav,2.2375000000000003,2.930975056689342
Blizzard_2008_TRAIN,Blizzard_2008/F_submission_directory_english_arctic_2008_news_news_2008_0037.wav,2.833333333333333,2.704852607709751
Blizzard_2008_TRAIN,Blizzard_2008/G_submission_directory_english_arctic_2008_news_news_2008_0037.wav,2.413636363636364,2.090702947845805
Blizzard_2008_TRAIN,Blizzard_2008/H_submission_directory_english_arctic_2008_news_news_2008_0037.wav,2.0791666666666666,2.3435374149659864
Blizzard_2008_TRAIN,Blizzard_2008/I_submission_directory_english_arctic_2008_news_news_2008_0037.wav,2.125,4.36
Blizzard_2008_TRAIN,Blizzard_2008/J_submission_directory_english_arctic_2008_news_news_2008_0037.wav,3.661764705882353,3.2100226757369614
Blizzard_2008_TRAIN,Blizzard_2008/L_submission_directory_english_arctic_2008_news_news_2008_0037.wav,2.132142857142857,2.63265306122449
Blizzard_2008_TRAIN,Blizzard_2008/M_submission_directory_english_arctic_2008_news_news_2008_0037.wav,2.90625,2.438956916099773
Blizzard_2008_TRAIN,Blizzard_2008/N_submission_directory_english_arctic_2008_news_news_2008_0037.wav,1.4090909090909092,2.28
Blizzard_2008_TRAIN,Blizzard_2008/O_submission_directory_english_arctic_2008_news_news_2008_0037.wav,3.05,2.9082086167800454
Blizzard_2008_TRAIN,Blizzard_2008/Q_submission_directory_english_arctic_2008_news_news_2008_0037.wav,3.1791666666666667,2.6891609977324262
Blizzard_2008_TRAIN,Blizzard_2008/R_submission_directory_english_arctic_2008_news_news_2008_0037.wav,2.988888888888889,3.1807256235827666
Blizzard_2008_TRAIN,Blizzard_2008/S_submission_directory_english_arctic_2008_news_news_2008_0037.wav,2.9291666666666667,2.8656689342403627
Blizzard_2008_TRAIN,Blizzard_2008/T_submission_directory_english_arctic_2008_news_news_2008_0037.wav,2.7583333333333333,4.615011337868481
Blizzard_2008_TRAIN,Blizzard_2008/V_submission_directory_english_arctic_2008_news_news_2008_0037.wav,4.44375,3.2951020408163267
Blizzard_2008_TRAIN,Blizzard_2008/A_submission_directory_english_arctic_2008_news_news_2008_0042.wav,4.833333333333333,2.567981859410431
Blizzard_2008_TRAIN,Blizzard_2008/B_submission_directory_english_arctic_2008_news_news_2008_0042.wav,3.6916666666666655,2.8820408163265308
Blizzard_2008_TRAIN,Blizzard_2008/C_submission_directory_english_arctic_2008_news_news_2008_0042.wav,3.8708333333333336,4.475102040816327
Blizzard_2008_TRAIN,Blizzard_2008/D_submission_directory_english_arctic_2008_news_news_2008_0042.wav,1.896428571428572,2.8512925170068026
Blizzard_2008_TRAIN,Blizzard_2008/E_submission_directory_english_arctic_2008_news_news_2008_0042.wav,2.316666666666667,3.128027210884354
Blizzard_2008_TRAIN,Blizzard_2008/F_submission_directory_english_arctic_2008_news_news_2008_0042.wav,2.8166666666666664,3.073015873015873
Blizzard_2008_TRAIN,Blizzard_2008/G_submission_directory_english_arctic_2008_news_news_2008_0042.wav,3.333333333333333,2.382857142857143
Blizzard_2008_TRAIN,Blizzard_2008/H_submission_directory_english_arctic_2008_news_news_2008_0042.wav,2.21,2.8509750566893426
Blizzard_2008_TRAIN,Blizzard_2008/I_submission_directory_english_arctic_2008_news_news_2008_0042.wav,2.283333333333333,4.610022675736961
Blizzard_2008_TRAIN,Blizzard_2008/J_submission_directory_english_arctic_2008_news_news_2008_0042.wav,4.75,3.6
Blizzard_2008_TRAIN,Blizzard_2008/L_submission_directory_english_arctic_2008_news_news_2008_0042.wav,3.4291666666666667,2.7003174603174602
Blizzard_2008_TRAIN,Blizzard_2008/M_submission_directory_english_arctic_2008_news_news_2008_0042.wav,2.8875,2.964625850340136
Blizzard_2008_TRAIN,Blizzard_2008/N_submission_directory_english_arctic_2008_news_news_2008_0042.wav,2.125,2.8500226757369616
Blizzard_2008_TRAIN,Blizzard_2008/O_submission_directory_english_arctic_2008_news_news_2008_0042.wav,2.8125,3.034875283446712
Blizzard_2008_TRAIN,Blizzard_2008/Q_submission_directory_english_arctic_2008_news_news_2008_0042.wav,3.64090909090909,3.0336961451247166
Blizzard_2008_TRAIN,Blizzard_2008/R_submission_directory_english_arctic_2008_news_news_2008_0042.wav,1.5041666666666669,3.7921995464852607
Blizzard_2008_TRAIN,Blizzard_2008/S_submission_directory_english_arctic_2008_news_news_2008_0042.wav,3.4125,3.1843990929705215
Blizzard_2008_TRAIN,Blizzard_2008/T_submission_directory_english_arctic_2008_news_news_2008_0042.wav,2.991176470588236,4.555011337868481
Blizzard_2008_TRAIN,Blizzard_2008/V_submission_directory_english_arctic_2008_news_news_2008_0042.wav,4.290909090909091,3.500090702947846
Blizzard_2008_TRAIN,Blizzard_2008/A_submission_directory_english_arctic_2008_news_news_2008_0044.wav,4.666666666666667,2.7179591836734693
Blizzard_2008_TRAIN,Blizzard_2008/B_submission_directory_english_arctic_2008_news_news_2008_0044.wav,4.25,2.433197278911565
Blizzard_2008_TRAIN,Blizzard_2008/C_submission_directory_english_arctic_2008_news_news_2008_0044.wav,3.76,4.545079365079365
Blizzard_2008_TRAIN,Blizzard_2008/D_submission_directory_english_arctic_2008_news_news_2008_0044.wav,2.5863636363636364,2.7574603174603176
Blizzard_2008_TRAIN,Blizzard_2008/E_submission_directory_english_arctic_2008_news_news_2008_0044.wav,2.6875,2.923219954648526
Blizzard_2008_TRAIN,Blizzard_2008/F_submission_directory_english_arctic_2008_news_news_2008_0044.wav,3.322222222222222,3.2760090702947844
Blizzard_2008_TRAIN,Blizzard_2008/G_submission_directory_english_arctic_2008_news_news_2008_0044.wav,3.2625,2.5226303854875285
Blizzard_2008_TRAIN,Blizzard_2008/H_submission_directory_english_arctic_2008_news_news_2008_0044.wav,2.6166666666666667,2.4627210884353743
Blizzard_2008_TRAIN,Blizzard_2008/I_submission_directory_english_arctic_2008_news_news_2008_0044.wav,2.145833333333333,4.330022675736961
Blizzard_2008_TRAIN,Blizzard_2008/J_submission_directory_english_arctic_2008_news_news_2008_0044.wav,2.9388888888888887,3.48
Blizzard_2008_TRAIN,Blizzard_2008/L_submission_directory_english_arctic_2008_news_news_2008_0044.wav,3.3722222222222222,2.75827664399093
Blizzard_2008_TRAIN,Blizzard_2008/M_submission_directory_english_arctic_2008_news_news_2008_0044.wav,3.5416666666666665,2.773968253968254
Blizzard_2008_TRAIN,Blizzard_2008/N_submission_directory_english_arctic_2008_news_news_2008_0044.wav,1.6708333333333334,2.56
Blizzard_2008_TRAIN,Blizzard_2008/O_submission_directory_english_arctic_2008_news_news_2008_0044.wav,3.435714285714286,3.029342403628118
Blizzard_2008_TRAIN,Blizzard_2008/Q_submission_directory_english_arctic_2008_news_news_2008_0044.wav,3.5794117647058825,2.521224489795918
Blizzard_2008_TRAIN,Blizzard_2008/R_submission_directory_english_arctic_2008_news_news_2008_0044.wav,2.9181818181818184,3.28172335600907
Blizzard_2008_TRAIN,Blizzard_2008/S_submission_directory_english_arctic_2008_news_news_2008_0044.wav,4.091666666666667,2.8059410430839002
Blizzard_2008_TRAIN,Blizzard_2008/T_submission_directory_english_arctic_2008_news_news_2008_0044.wav,2.5125,4.555011337868481
Blizzard_2008_TRAIN,Blizzard_2008/V_submission_directory_english_arctic_2008_news_news_2008_0044.wav,3.7708333333333335,3.5050793650793652
Blizzard_2008_TRAIN,Blizzard_2008/A_submission_directory_english_arctic_2008_news_news_2008_0046.wav,5.0,1.9519727891156462
Blizzard_2008_TRAIN,Blizzard_2008/B_submission_directory_english_arctic_2008_news_news_2008_0046.wav,3.4035714285714285,1.5067573696145125
Blizzard_2008_TRAIN,Blizzard_2008/C_submission_directory_english_arctic_2008_news_news_2008_0046.wav,2.733333333333333,3.7100680272108844
Blizzard_2008_TRAIN,Blizzard_2008/D_submission_directory_english_arctic_2008_news_news_2008_0046.wav,1.95,2.207891156462585
Blizzard_2008_TRAIN,Blizzard_2008/E_submission_directory_english_arctic_2008_news_news_2008_0046.wav,2.9416666666666664,2.3025396825396824
Blizzard_2008_TRAIN,Blizzard_2008/F_submission_directory_english_arctic_2008_news_news_2008_0046.wav,3.2583333333333333,1.9913832199546486
Blizzard_2008_TRAIN,Blizzard_2008/G_submission_directory_english_arctic_2008_news_news_2008_0046.wav,2.3041666666666667,1.4533333333333334
Blizzard_2008_TRAIN,Blizzard_2008/H_submission_directory_english_arctic_2008_news_news_2008_0046.wav,3.3318181818181816,1.8565079365079364
Blizzard_2008_TRAIN,Blizzard_2008/I_submission_directory_english_arctic_2008_news_news_2008_0046.wav,3.105555555555556,3.685034013605442
Blizzard_2008_TRAIN,Blizzard_2008/J_submission_directory_english_arctic_2008_news_news_2008_0046.wav,3.625,2.5650340136054424
Blizzard_2008_TRAIN,Blizzard_2008/L_submission_directory_english_arctic_2008_news_news_2008_0046.wav,2.114705882352941,1.9156462585034013
Blizzard_2008_TRAIN,Blizzard_2008/M_submission_directory_english_arctic_2008_news_news_2008_0046.wav,2.559090909090909,2.1202267573696143
Blizzard_2008_TRAIN,Blizzard_2008/N_submission_directory_english_arctic_2008_news_news_2008_0046.wav,2.3,2.08
Blizzard_2008_TRAIN,Blizzard_2008/O_submission_directory_english_arctic_2008_news_news_2008_0046.wav,3.1833333333333336,2.1625850340136052
Blizzard_2008_TRAIN,Blizzard_2008/Q_submission_directory_english_arctic_2008_news_news_2008_0046.wav,2.216666666666667,1.8523356009070295
Blizzard_2008_TRAIN,Blizzard_2008/R_submission_directory_english_arctic_2008_news_news_2008_0046.wav,1.2333333333333334,3.54984126984127
Blizzard_2008_TRAIN,Blizzard_2008/S_submission_directory_english_arctic_2008_news_news_2008_0046.wav,3.8333333333333335,1.9658956916099772
Blizzard_2008_TRAIN,Blizzard_2008/T_submission_directory_english_arctic_2008_news_news_2008_0046.wav,2.183333333333333,3.9900226757369612
Blizzard_2008_TRAIN,Blizzard_2008/V_submission_directory_english_arctic_2008_news_news_2008_0046.wav,3.7875,2.970068027210884
Blizzard_2008_TRAIN,Blizzard_2008/A_submission_directory_english_arctic_2008_news_news_2008_0050.wav,4.516666666666667,2.0880725623582768
Blizzard_2008_TRAIN,Blizzard_2008/B_submission_directory_english_arctic_2008_news_news_2008_0050.wav,2.6,1.6495691609977323
Blizzard_2008_TRAIN,Blizzard_2008/C_submission_directory_english_arctic_2008_news_news_2008_0050.wav,3.672727272727272,3.4551020408163264
Blizzard_2008_TRAIN,Blizzard_2008/D_submission_directory_english_arctic_2008_news_news_2008_0050.wav,1.2777777777777777,2.58031746031746
Blizzard_2008_TRAIN,Blizzard_2008/E_submission_directory_english_arctic_2008_news_news_2008_0050.wav,3.055555555555556,1.9410884353741498
Blizzard_2008_TRAIN,Blizzard_2008/F_submission_directory_english_arctic_2008_news_news_2008_0050.wav,2.5083333333333333,1.6650793650793652
Blizzard_2008_TRAIN,Blizzard_2008/G_submission_directory_english_arctic_2008_news_news_2008_0050.wav,2.6375,1.3445351473922902
Blizzard_2008_TRAIN,Blizzard_2008/H_submission_directory_english_arctic_2008_news_news_2008_0050.wav,2.197058823529412,1.6682539682539683
Blizzard_2008_TRAIN,Blizzard_2008/I_submission_directory_english_arctic_2008_news_news_2008_0050.wav,2.220833333333333,3.5
Blizzard_2008_TRAIN,Blizzard_2008/J_submission_directory_english_arctic_2008_news_news_2008_0050.wav,3.4875000000000003,2.7
