filepath_deg,score
Blizzard_2023/A_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0541.wav,4.375
Blizzard_2023/A_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0604.wav,4.368421052631579
Blizzard_2023/A_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0607.wav,4.2
Blizzard_2023/A_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0611.wav,4.777777777777778
Blizzard_2023/A_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0619.wav,4.470588235294118
Blizzard_2023/A_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0680.wav,3.9444444444444446
Blizzard_2023/A_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0684.wav,4.5625
Blizzard_2023/A_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0745.wav,4.411764705882353
Blizzard_2023/A_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0747.wav,4.466666666666667
Blizzard_2023/A_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0774.wav,4.35
Blizzard_2023/A_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0779.wav,4.2631578947368425
Blizzard_2023/A_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0805.wav,4.411764705882353
Blizzard_2023/A_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0814.wav,4.777777777777778
Blizzard_2023/A_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0881.wav,4.526315789473684
Blizzard_2023/A_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0923.wav,4.6
Blizzard_2023/A_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0947.wav,4.5625
Blizzard_2023/A_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0951.wav,4.352941176470588
Blizzard_2023/A_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0976.wav,4.470588235294118
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0026.wav,4.421052631578948
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0039.wav,4.529411764705882
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0041.wav,4.5
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0042.wav,4.875
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0043.wav,4.5
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0045.wav,4.266666666666667
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0048.wav,4.25
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0056.wav,4.8125
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0061.wav,4.277777777777778
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0063.wav,3.95
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0066.wav,4.25
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0068.wav,4.75
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0074.wav,4.625
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0079.wav,4.411764705882353
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0084.wav,4.666666666666667
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0085.wav,4.4375
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0100.wav,4.352941176470588
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0132.wav,4.631578947368421
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0149.wav,3.941176470588236
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0200.wav,4.0625
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0223.wav,4.625
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0237.wav,4.6875
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0238.wav,4.333333333333333
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0261.wav,4.3125
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0274.wav,4.6875
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0338.wav,4.555555555555555
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0342.wav,4.65
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0346.wav,4.5625
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0350.wav,4.375
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0362.wav,4.25
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0366.wav,4.705882352941177
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0370.wav,4.277777777777778
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0374.wav,4.4375
Blizzard_2023/A_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0380.wav,4.647058823529412
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0073.wav,2.421052631578948
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0082.wav,1.875
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0087.wav,2.388888888888889
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0091.wav,2.294117647058824
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0117.wav,2.2777777777777777
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0120.wav,1.8125
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0147.wav,2.294117647058824
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0187.wav,2.125
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0240.wav,2.45
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0245.wav,1.8666666666666667
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0255.wav,2.3529411764705883
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0256.wav,2.5294117647058822
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0270.wav,1.947368421052632
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0284.wav,2.3125
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0290.wav,2.0
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0308.wav,1.9333333333333331
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0320.wav,1.7058823529411764
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0437.wav,2.473684210526316
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0451.wav,2.411764705882353
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0469.wav,2.333333333333333
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0490.wav,2.45
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0504.wav,1.5789473684210529
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0532.wav,2.1875
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0533.wav,1.9444444444444444
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0541.wav,2.117647058823529
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0604.wav,2.388888888888889
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0607.wav,2.1875
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0611.wav,2.117647058823529
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0619.wav,2.0
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0680.wav,2.85
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0684.wav,2.2
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0745.wav,1.8823529411764703
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0747.wav,2.5294117647058822
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0774.wav,1.894736842105263
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0779.wav,1.75
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0805.wav,1.0
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0814.wav,1.8666666666666667
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0881.wav,1.588235294117647
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0923.wav,2.1578947368421053
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0947.wav,2.647058823529412
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0951.wav,2.833333333333333
Blizzard_2023/BF_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0976.wav,2.1
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0026.wav,2.25
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0039.wav,2.8125
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0041.wav,2.375
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0042.wav,2.210526315789474
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0043.wav,2.055555555555556
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0045.wav,2.0588235294117645
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0048.wav,2.5
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0056.wav,2.625
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0061.wav,3.625
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0063.wav,3.533333333333333
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0066.wav,2.7222222222222223
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0068.wav,2.9375
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0074.wav,2.588235294117647
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0079.wav,2.5
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0084.wav,3.375
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0085.wav,2.625
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0100.wav,2.411764705882353
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0132.wav,3.0
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0149.wav,3.0
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0200.wav,3.1875
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0223.wav,2.8947368421052637
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0237.wav,2.2222222222222223
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0238.wav,2.9411764705882355
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0261.wav,1.9375
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0274.wav,2.5625
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0338.wav,3.3125
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0342.wav,3.1333333333333333
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0346.wav,2.833333333333333
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0350.wav,3.1875
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0362.wav,2.647058823529412
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0366.wav,3.55
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0370.wav,3.5625
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0374.wav,3.625
Blizzard_2023/BF_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0380.wav,2.4705882352941178
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0073.wav,2.0
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0082.wav,1.8235294117647056
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0087.wav,1.7894736842105263
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0091.wav,1.75
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0117.wav,1.8888888888888888
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0120.wav,1.875
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0147.wav,1.2222222222222223
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0187.wav,1.3333333333333333
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0240.wav,2.5294117647058822
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0245.wav,2.0588235294117645
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0255.wav,1.55
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0256.wav,1.4375
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0270.wav,1.8823529411764703
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0284.wav,2.066666666666667
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0290.wav,2.631578947368421
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0308.wav,2.0
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0320.wav,1.6875
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0437.wav,2.611111111111111
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0451.wav,2.0
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0469.wav,2.25
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0490.wav,2.647058823529412
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0504.wav,1.5625
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0532.wav,2.176470588235294
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0533.wav,1.2105263157894737
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0541.wav,1.5
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0604.wav,2.2777777777777777
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0607.wav,1.8125
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0611.wav,1.8888888888888888
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0619.wav,1.5333333333333334
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0680.wav,2.4705882352941178
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0684.wav,2.823529411764706
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0745.wav,2.1
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0747.wav,1.375
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0774.wav,2.0
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0779.wav,1.6666666666666667
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0805.wav,1.947368421052632
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0814.wav,2.0526315789473686
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0881.wav,1.5
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0923.wav,1.4444444444444444
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0947.wav,1.4705882352941178
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0951.wav,1.55
Blizzard_2023/BT_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0976.wav,2.0
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0026.wav,2.5
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0039.wav,1.947368421052632
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0041.wav,2.6875
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0042.wav,2.0
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0043.wav,1.0625
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0045.wav,2.5
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0048.wav,1.5
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0056.wav,2.6
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0061.wav,2.625
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0063.wav,2.625
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0066.wav,1.5
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0068.wav,1.25
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0074.wav,2.0
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0079.wav,1.9375
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0084.wav,2.0
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0085.wav,2.0
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0100.wav,1.625
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0132.wav,2.5
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0149.wav,1.631578947368421
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0200.wav,2.5
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0223.wav,2.235294117647059
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0237.wav,1.3125
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0238.wav,2.0
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0261.wav,2.1666666666666665
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0274.wav,2.466666666666667
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0338.wav,2.0625
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0342.wav,3.0625
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0346.wav,1.625
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0350.wav,1.75
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0362.wav,2.5
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0366.wav,1.25
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0370.wav,2.3529411764705883
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0374.wav,1.3529411764705883
Blizzard_2023/BT_2023-FS1_submission_directory_FS1_MOS_wav_FS1_MOS_0380.wav,2.5625
Blizzard_2023/C_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0073.wav,3.555555555555556
Blizzard_2023/C_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0082.wav,3.526315789473684
Blizzard_2023/C_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0087.wav,3.611111111111111
Blizzard_2023/C_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0091.wav,3.6875
Blizzard_2023/C_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0117.wav,2.823529411764706
Blizzard_2023/C_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0120.wav,3.7058823529411766
Blizzard_2023/C_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0147.wav,3.3
Blizzard_2023/C_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0187.wav,3.5
Blizzard_2023/C_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0240.wav,4.294117647058823
Blizzard_2023/C_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0245.wav,3.5625
Blizzard_2023/C_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0255.wav,3.736842105263158
Blizzard_2023/C_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0256.wav,3.066666666666667
Blizzard_2023/C_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0270.wav,3.1875
Blizzard_2023/C_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0284.wav,4.352941176470588
Blizzard_2023/C_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0290.wav,3.7058823529411766
Blizzard_2023/C_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0308.wav,3.0
Blizzard_2023/C_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0320.wav,3.411764705882353
Blizzard_2023/C_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0437.wav,2.8
Blizzard_2023/C_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0451.wav,4.35
Blizzard_2023/C_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0469.wav,2.5789473684210527
Blizzard_2023/C_2023-FH1_submission_directory_FH1_MOS_wav_FH1_MOS_0490.wav,3.1666666666666665
